,name,summary,property_type,room_type,bed_type,minimum_nights,maximum_nights,first_review,last_review,bedrooms,Country,Total_price,Review
4069,"泓都3座,位于港岛坚尼地城,近地铁和海边,中高档住宅｡V:mengmengustc9916","这是两室一厅的中高档住宅,位于坚尼地城,离地铁站和海边都很近,楼下就是叮叮车终点站,旁边是出租车站和公车站(1路,10路,5B,5X等),另有A10路机场巴士,交通非常方便｡周围有超市,街市,酒吧等,生活配套很齐全｡一般都是我一人居住,可以出租另外一个小单间,建议一人入住｡我不在港时也可出租整套,价格不同,我报的价格是一个小单间的价格,具体情况请提前沟通联系｡ 香港电话( (Hidden by Airbnb) ):+ (Phone number hidden by Airbnb) v:mengmengustc (Phone number hidden by Airbnb)",House,Entire home/apt,Real Bed,1,1125,2019-01-13 05:00:00.000000000,2019-01-13 05:00:00.000000000,1.0,Hong Kong,196.0,1
4070,Matosinhos Beach Apartment,"Located at only a 2 min walk from the beach, this comfortable and luxurious apartment stands on one of Matosinhos busiest and most historical streets. Whether you decide to stay here to keep away from the loud city life of Porto, while still being at a metro ride away, or whether you really cannot spend much time away from the beach and the ocean, we are sure you will love to spend some time in this modern and cosy apartment!",Apartment,Entire home/apt,Real Bed,2,170,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,3.0,Portugal,400.0,0
4071,friends gathering apartment,"newly renovated, practical, convenient transportation,central area.big room",Apartment,Entire home/apt,Real Bed,1,1125,2019-01-28 05:00:00.000000000,2019-02-09 05:00:00.000000000,1.0,Hong Kong,981.0,2
4072,Apartamento em Copacabana,"O apartamento se localiza a duas quadras da praia, na rua mais popular de Copacabana, com comércios, bancos, mercados e restaurantes maravilhosos.",Apartment,Entire home/apt,Real Bed,2,7,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,3.0,Brazil,1201.0,0
4073,NEW BIG ROOM IN MID LEVELS - SAI YING PUN MTR,"New Big Room with Big wardrobe in Mid Levels (Luxury quiet area of Hong Kong Island). Very convenient 3 min walk to MTR and 10 min walk to Central & Lan Kwai Fong nightlife area (less than 5 min taxi ).  Perfect for Short or Long Term, Enjoy while I'm on Holidays!",Apartment,Private room,Real Bed,5,150,2019-01-08 05:00:00.000000000,2019-01-08 05:00:00.000000000,1.0,Hong Kong,447.0,1
4074,"Cityloft 36, 2+1 Special Flat / Ataşehir","Konforlu ve samimi 36 odasıyla, Ataşehir'in tam merkez noktasında bulunan Cityloft 36; Metro, E5 gibi ulaşım kanallarına komşu, Palladium, Emaar ve Acıbadem Üniversitesi’nin çok yakınında. Ayrıca Bostancı iskelesine sadece 15 dk. mesafede. 2+1 daire özelliğiyle ev konforunu tamamen yaşayacağınız Cityloft 36’nın içinde market ve kafesi de mevcut. Tam donanımlı mutfak, oda tasarımı ve uydu TV hizmetiyle ev rahatlığına sahip olan butik oteliniz size, hem iş hem tatil için ideal bir ortam yaratıyor",Boutique hotel,Private room,Real Bed,1,1125,2019-01-10 05:00:00.000000000,2019-01-20 05:00:00.000000000,2.0,Turkey,221.0,2
4075,Wilner Hôtel,"appartement sous sol,  la maison est située dans un quartier résidentiel, calme, propre,  près des services",Condominium,Private room,Real Bed,1,1125,2019-01-18 05:00:00.000000000,2019-01-18 05:00:00.000000000,2.0,Canada,64.0,1
4076,Studio downtown montreal,,Apartment,Entire home/apt,Real Bed,3,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,0.0,Canada,60.0,0
4077,Waikiki Private Close to Everything,"Private master bedroom with private bathroom located at the Ala Moana end of Waikiki close to everything. Walking distance to Ala Moana, Friday night fireworks, the beach, restaurants & nightlife. Guests will enjoy amenities including the pool, gym & sauna.",Condominium,Private room,Real Bed,5,1125,2019-01-18 05:00:00.000000000,2019-02-02 05:00:00.000000000,1.0,United States,360.0,2
4078,Residence/ 4 kişilik küçük tatlı bir ev :),,House,Entire home/apt,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Turkey,111.0,0
4079,Super convenient entire apartment near Sydney CBD!,"Great location near Sydney CBD! 3 minutes walk to Broadway shopping centre. 10 mins walk to Central Station and Chinatown. 5 minutes walk to UTS and 10 minutes walk to University of Sydney. 15 minutes walk to the famous Fish Market, Darling Harbour and Central Park district 20 minutes walk to Town Hall and city centre",Apartment,Entire home/apt,Real Bed,1,1125,2019-01-31 05:00:00.000000000,2019-02-15 05:00:00.000000000,1.0,Australia,431.0,3
4080,Apto ótimo ponto Copacabana! Aconchegante e lindo!,"My apartment is in one of the best points of Copacabana, point 3. Close to Arcorverde Subway Station, Copacabana Palace Hotel and the beach. Far from slums. Charming restaurants and cafes in the area too.",Apartment,Entire home/apt,Real Bed,1,10,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Brazil,701.0,0
4081,"Chateau Tijucano (amplo, iluminado e tranquilo)","Rua tranquila e familiar, prédio antigo e muito simpático. Apartamento perto do metrô Afonso Pena, com quartos amplos (uma suite), duas pequenas varandas, sala ampla, cozinha completa (utensílios domésticos, fogão, geladeira, máquina de lavar roupa).",Apartment,Entire home/apt,Real Bed,1,35,2019-01-02 05:00:00.000000000,2019-01-20 05:00:00.000000000,2.0,Brazil,201.0,3
4082,"AMAZED VISUAL  EXCELENTE LOCALIZAÇAO, ACONCHEGANTE","Lindo apt sala-quarto separado, jardim de inverno como segundo quarto independente- ar condicionado no quarto e ventiladores teto nas outras pecas- 2 banheiros- com ventilacao natural.-area servico com maquina lavar roupas.. espacosa sala estar e jantar.-wi-fi liberado. Roupas cama mesa e banho. Cozinha completa,    G randes janelas para os jardins do palacio do  Catete,,Pao de Acucar, e baia da Guanabara. Estacao de metro  a   5 minutos -bancos, supermercados , farmacias , restaurants =",Apartment,Entire home/apt,Real Bed,5,1125,2015-02-18 05:00:00.000000000,2019-01-05 05:00:00.000000000,1.0,Brazil,1217.0,10
4083,"Metrobuse,ulasima yakin lüks daire","4 katli butik site,hamam,sauna,spor salonu,kapali otopark,merkezi ısıtma sistemi,24 saat güvenlik.metrobuse taksiyle 6 dakika.hastaneye,marketlere,aliş veriş merkezine cok yakin lüks konforlu daire",House,Entire home/apt,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,2.0,Turkey,392.0,0
4084,Appartment Loft style,,Apartment,Entire home/apt,Real Bed,1,1125,2019-01-02 05:00:00.000000000,2019-01-27 05:00:00.000000000,0.0,Canada,38.0,7
4085,Apartment For Rent Near Camp Nou,Recently refurbished apartment not too far from Camp Nou and center. The building is located in a quiet area within the busy city center of Barcelona. HUTB-005262,Apartment,Entire home/apt,Real Bed,3,90,2014-06-18 04:00:00.000000000,2018-08-28 04:00:00.000000000,3.0,Spain,434.0,32
4086,2-bedroom apartment in the Old Town,The place is perfectly located just 2 minutes' walk from Las Ramblas and everything in the Gothic Quarter and the Old Town. The flat is equipped with the most modern furnishings including plasma TVs and elevators that bring you directly to your flat which provide added privacy and security. If you're travelling in a large group it is possible to reserve more than one of the Ramblas flats and stay together.,Apartment,Entire home/apt,Real Bed,31,365,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,2.0,Spain,1506.0,0
4087,Perfectly located 2-bedroom place near Ramblas,The place is perfectly located just 2 minutes' walk from Las Ramblas and everything in the Gothic Quarter and the Old Town. The flat is equipped with the most modern furnishings including plasma TVs and elevators that bring you directly to your flat which provide added privacy and security. If you're travelling in a large group it is possible to reserve more than one of the Ramblas flats and stay together.,Apartment,Entire home/apt,Real Bed,31,365,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,2.0,Spain,1506.0,0
4088,Family Room - Idylle Hotel,Idylle Hotel Istanbul welcomes you in its newly-renovated fifty-year old boutique residence.<br /><br />Idylle Hotel is centrally located in the heart of the old city of Istanbul. Within walking distance of 1000-meters-radius lie all the maj,Boutique hotel,Private room,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Turkey,891.0,0
4089,Luxury 2 bedroom apartment infront of the beach,A luxurious apartment with sea views just off the first line on the beach in one of the most uprising neighborhoods of Barcelona,Apartment,Entire home/apt,Real Bed,32,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,2.0,Spain,72.0,0
4090,Charming Private Studio in LES,"This beautiful studio is ideal for a single traveler or couple. Nestled in the heart of the Lower East Side, you won't have to go far to find countless restaurants, bars, and coffee shops. Enjoy the city in this clean, comfortable private studio!",Apartment,Entire home/apt,Real Bed,2,1125,2014-06-23 04:00:00.000000000,2015-06-19 04:00:00.000000000,0.0,United States,160.0,6
4091,Pulitzer Extra- Read all about our experiences!,,Boutique hotel,Private room,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Spain,150.0,0
4092,Plateau room for rent / chambre a louer Plateau,"Room for rent, chambre a louer - shared with 2 girls in their 20s - includes all you need - nearby good areas - grocery, cafe and bakery downstairs - easy commute - 420 friendly - long term also possible - furnished, heated, etc - corner of lorimier / gauthier st",Apartment,Private room,Real Bed,5,1125,2019-01-03 05:00:00.000000000,2019-02-02 05:00:00.000000000,1.0,Canada,20.0,2
4093,Popular Rainforest Hideaway,"The perfect home base for exploring the highlands of the Big Island. This large 3 bedroom home also  has a loft and is just minutes from Hawaii Volcanoes National Park, situated amidst the magical rainforest. Fully equipped with everything you need!",House,Entire home/apt,Real Bed,2,1125,2014-08-04 04:00:00.000000000,2019-02-23 05:00:00.000000000,4.0,United States,338.0,38
4094,Cozy Harlem Home,Great apartment looking for nice people to use one of the bedrooms for a little while. Very flexible.,Apartment,Private room,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,United States,125.0,0
4095,Cozy house 10 min from SAW airport w/ King Bed,"İstanbul Original Bed no Breakfast. Nice family house, open pool, Free carparking, with public transport in the neighborhood (5 minute walk). Airport is nearby 10 min, Tuzla seaside is 45 min with bus, downtown is around 80 min with bus and metro. Supermarket is nearby. Rooms available for couples, families with kids and people who are travelling for business. Free parking for your car.",Apartment,Entire home/apt,Real Bed,1,1125,2019-01-27 05:00:00.000000000,2019-01-30 05:00:00.000000000,2.0,Turkey,79.0,2
4096,"Enchanting Oasis, nestled in Downtown Montreal","Admire the stunning city views from floor-to-ceiling glass in this enchanting tranquil space. Designed with a slow pace in mind, our hope is that you enjoy every part of your stay; from making coffee in the morning, to relaxing in the sitting room. This space features a deep soaking tub and peaceful. Guests also have access to the building’s lavish Jacuzzi. The Old Port is a short walk southwards, or just enjoy the downtown shopping, also steps away from Palais Des Congrès and Place des Arts.",Loft,Entire home/apt,Real Bed,1,1125,2019-01-02 05:00:00.000000000,2019-03-05 05:00:00.000000000,1.0,Canada,550.0,31
4097,Old City Cozy Room with Private bathroom in Balat,"We made renovation our old Greek House in BALAT Balat is the most peaceful and calm place in İstanbul,Oldcity The room had new electrical devices (air condition Led TV,Mini Fridge  Wi-fi  Private Bathroom Bus Station just 1 min. by walk(every 2 min to Taksim,Eminönü,Karaköy,Şişhane,Yenikapı) Ferry Station just 2 min. by walk When You take a walk you will see many oldchurch,synagouge,mosque,oldhouse with historic architecture, cafes,restaurants, supermarkets,bakery shops...",Boutique hotel,Private room,Real Bed,2,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Turkey,237.0,0
4098,"原始森林渡假屋:4号独立房间,双人床,写字桌,舒适自然环境｡",,Villa,Private room,Real Bed,1,1125,2019-01-01 05:00:00.000000000,2019-01-01 05:00:00.000000000,1.0,Australia,70.0,1
4099,Camões Executive Flat (w/ Air conditioning),"Fantástico apartamento executivo localizado no centro do Porto. Próximo do terminal de metro de Trindade, fica a poucos metros dos Aliados (a avenida mais icónica do Porto) e dos pontos mais icónicos da cidade. O apartamento está totalmente equipado (incluindo máquina de lavar roupa), ar condicionado), com Internet de alta velocidade (100 Mbps), oferece a oportunidade de descansar e descobrir a nossa bela cidade no local mais conveniente.",Apartment,Entire home/apt,Real Bed,3,90,2019-01-25 05:00:00.000000000,2019-02-14 05:00:00.000000000,1.0,Portugal,225.0,3
4100,Room/private bathroom near Maracanã,"TIJUCA - Bedroom with private bathroom, TV, WIFI,  double bed and a beautiful view of the city. Apartment is quite cozy with Cable TV, a nice balcony, swimming pool, gym and sauna. It is 4 blocks from the metro and 2 km from Maracanã.",Apartment,Private room,Real Bed,2,30,2016-08-12 04:00:00.000000000,2018-03-19 04:00:00.000000000,1.0,Brazil,127.0,3
4101,Bright 1BR in Griffintown Floor #4 by Sonder,"At this Sonder, you'll love the beautiful open-concept layout, the fully-equipped kitchen with stainless steel appliances, and the expansive windows that warm the space with an abundance of natural light. Located in Griffintown, you're at the hub of all the best restaurants and just down the street from Notre Dame.",Apartment,Entire home/apt,Real Bed,2,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Canada,571.0,0
4102,Desirable 1BR in Griffintown Floor #3 by Sonder,"At this Sonder, you'll love the chic, open-concept living area with incredible floor-to-ceiling windows, spacious bedroom with a Queen-size bed, and sleek fully-equipped kitchen with modern appliances and ensuite laundry. Located in Griffintown, you're at the hub of all the best restaurants and just down the street from Notre Dame.",Apartment,Entire home/apt,Real Bed,2,1125,2019-02-01 05:00:00.000000000,2019-02-01 05:00:00.000000000,1.0,Canada,571.0,1
4103,Chic 1BR in Griffintown Floor #2 by Sonder,"At this Sonder, you'll love the modern, open-concept design with beautiful natural light, spacious private balcony, and updated fully-equipped kitchen with stainless steel appliances. Located in Griffintown, you're at the hub of all the best restaurants and just down the street from Notre Dame.",Apartment,Entire home/apt,Real Bed,2,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Canada,576.0,0
4104,Entire 1 bedroom apt. in Town Mount-Royal,"We have a cozy place, minimal decoration yet comfortable with everything you need. Wifi, tea and coffee is provided, as well as access to Netflix.  There is a big bedroom with a king size bed and there will be 2 drawers that you can use for your own personal things.  In the living room we have a desk, couch (one person can sleep on it), a TV and access to the balcony. There is a small dining table, and it is extendable to 4 ppl. Full equipped kitchen is available so you can cook your meals.",Apartment,Entire home/apt,Real Bed,1,1125,2019-01-16 05:00:00.000000000,2019-02-21 05:00:00.000000000,1.0,Canada,65.0,3
4105,"Taksim, Beyoğlu, Turkey Deluxe Room Sq. 3 Min.Walk","Located in Taksim, Deluxe Room is within a walking distance from lively Istiklal Street, which houses many cafés, restaurants, shopping malls and art galleries. Free WiFi access is provided in all areas.",Boutique hotel,Private room,Real Bed,1,1125,2019-01-14 05:00:00.000000000,2019-01-14 05:00:00.000000000,1.0,Turkey,111.0,1
4106,Quiet 2 bedrooms condo near LaSalle metro station.,Basic 2 bedrooms condo available monthly. Very quiet neighborhood. Smoking of any kind forbidden inside and outside (a document will need to be signed by the guest for this condo rule).,Condominium,Entire home/apt,Real Bed,14,31,2019-01-19 05:00:00.000000000,2019-01-19 05:00:00.000000000,2.0,Canada,335.0,1
4107,"Cozy room at Hollywood Road, Sheung Wan.",5 minutes from MTR. 10 minutos walking from Central/LKF. The flat has two rooms. Hollywood Road is a nice place to stay as is close to important places but quiet.,Bed and breakfast,Private room,Real Bed,1,22,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Hong Kong,298.0,0
4108,Panorama Hanı,"Ikea UTÅKER bed, Coffee and a panoramic view over Istanbul. The tower is built in 2018.",Apartment,Shared room,Real Bed,1,1125,2019-01-01 05:00:00.000000000,2019-01-01 05:00:00.000000000,1.0,Turkey,74.0,1
4109,Affordable Room Attached Private Balcony,,Apartment,Private room,Real Bed,10,365,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Turkey,63.0,0
4110,Cozy 1-BR in Luxury Complex with a View,"1BR in SHARED luxury apartment complex in Tung Chung, 10 mins from Airport, Asia World Expo & Disneyland, 10 mins walk (3-5 min bus) to ""Citygate outlet w/ subway station & right next to world's famous cable-car to Big Buddha. Complex has swimming pools, modern clubhouse with gym, basketball, badminton, bowling alley, BBQ area, supermarket, Starbucks, bakery, restaurants & 7-11/Circle K. Strictly no smoking (apartment has smoke detector alarm) & comes w/ friendly french bulldog for hugs/cuddles.",Apartment,Private room,Real Bed,1,15,2019-01-27 05:00:00.000000000,2019-02-07 05:00:00.000000000,1.0,Hong Kong,2455.0,2
4111,Private room with sunny terrace of 200m2. 6,"Private, individual and exterior room very bright with Wifi, wardrobe and desk. It includes sheets, quilt and blanket. The house of 150 m2 has several bedrooms, living room, kitchen, 3 bathrooms, ADSL Wifi and has a SOLARIUM TERRACE of 200 m2. very sunny The apartment is very central, just 500 mt. of the UPC (University). Supermarkets, pharmacies, banks, gas stations and all kinds of businesses. Buses next to the house, 200 mt. Metro de Badal and Collblac, Bicing next to the Camp Nou.",Apartment,Private room,Real Bed,120,360,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Spain,515.0,0
4112,Belinha Apartments - Lapa Studio,"The apartment is very central at Lapa, the park is about 50 meters, Bus and taxi 50 meters away, the Lapa Metro station is in the back of the building, the bakery the next building, fruits shops and restaurants in the street, supermarket about 200 meters, hospital 50 meters away, all by foot - the center down town is about 10 minutes by foot, you can visit the main spots in Porto, without need any transportation.",Apartment,Entire home/apt,Real Bed,2,30,2019-01-02 05:00:00.000000000,2019-01-02 05:00:00.000000000,1.0,Portugal,75.0,1
4113,8br DUPLEX in Plateau Mont Royal!,"Two adjacent apartments right in the Plateau Mont Royal! 2 Full bathrooms and 2 full kitchens! Close to lots of restaurants, bars and nightlife! Perfect spot to stay in Montreal!",Apartment,Entire home/apt,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,8.0,Canada,1359.0,0
4114,ZT Homes Economic Suite,Dairemiz mini stüdyo dairedir. Oturma alanı ile yatma bölümü aynı yerdedir.,Serviced apartment,Entire home/apt,Real Bed,3,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Turkey,347.0,0
4115,DA'Home - Boavista Beautiful Apartment,"Fabulous newly renovated apartment in one of the trendiest Porto's districts, right by the side of Casa da Musica! NEIGHBORHOOD * Many traditional restaurants & Bars * Metro *Historical and cultural area APARTMENT * Wi-Fi *Fully equipped kitchen *Living room with sofa bed and cable TV *Bathroom with bath, hand and face towels *1 bedroom with queen-size bed *High quality bed sheets and mattresses *Highly clean flat",Apartment,Entire home/apt,Real Bed,2,1125,2019-01-15 05:00:00.000000000,2019-02-12 05:00:00.000000000,1.0,Portugal,70.0,5
4116,Cozy Room (Girls only) Quiet area/Sagrada Familia,"Cozy and lovely room (only for girls) in a quiet but also very well located area of BCN! Less than 10 min walking from Sagrada Família, 15/20 min to Arc of the Triumph and 30 min walking to Plaza Catalunya and the Center of the City. If you don’t want to walk, you have 2 metro lines (red and purple) 3 min walking. The beach is 20/30 min walking.  You will have coffee, tea, bread, honey, cheese and some fruits for breakfast every morning. Me, Coco and Mu will do our best so u can feel like home!",Apartment,Private room,Real Bed,1,5,2019-01-13 05:00:00.000000000,2019-02-25 05:00:00.000000000,0.0,Spain,40.0,0
4117,İstanbulun en merkezi ve tarihi ilçesinde yaşam,4oda salon mutfak tüm eşyaları mevcut dublex daire,Apartment,Private room,Real Bed,1,15,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,2.0,Turkey,182.0,0
4118,精致双人套房@深水埗,"房间约10平方,可接受2位客人｡ 房间位於九龙市区繁华中心,距离地铁约有10分钟步行｡ 24小时交通便利,周边有很多餐厅和商店｡ 房间家电齐全,24小时热水,独立卫生间｡是您最好的选择!",Condominium,Private room,Real Bed,1,365,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,0.0,Hong Kong,598.0,0
4119,Amazing Terrace view in Galata,"Flat is on 5th floor and located next to Galata Tower. The building is historical and more than 100 years old. lt has beautiful large, comfortable separate terrace where you can have a breakfast  with panaromic view of all Istanbul",Apartment,Entire home/apt,Real Bed,2,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,2.0,Turkey,632.0,0
4120,Causeway bay serviced apartment max for 3 people,"我的apartment在15楼,在铜锣湾繁华的地段仅有可以享受安静的住所｡这是我个人住apartment,只有在我离开的时候才可能选择出借｡机场E11/E11A(约90分钟)直达怡和街/糖街下车回头走30米即到住处｡距离铜锣湾地铁站E出口150米;维多利亚公园150米;大型超市150米;崇光百货200米;香港中央图书馆500米;对面万宁;对面小街里面菜场;楼下即翠华餐厅｡附近美味小吃店很多｡",Serviced apartment,Entire home/apt,Real Bed,1,8,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,0.0,Hong Kong,2201.0,0
4121,【福田口岸/香港落马洲】精品舒适一居室,"★	我有故事,你有酒吗? 【旅途路上的小栈】是我在这个城市中的一片静谧之地｡Sam是一位帅气热情的小哥哥｡我们热爱生活,喜欢旅行,享受美食,做自己喜欢的事情,每个人的人生都是多姿多彩的,有付出就有收获,希望每个人都能得到自己想要的,期待遇到有共同兴趣爱好和价值观的朋友,希望大家会喜欢我的房子,很高兴我们即将相遇｡ ★	闪光点 旅途中的家,为了远道而来的你 户型向阳,午后慵懒的躺在阳光里 专业保洁清扫,五星级酒店品质床品,让您住的安心 房屋配置智能密码锁,一客一密码,一客一保洁,出入无需钥匙门卡 专业入住指引,全程自助,给您最安静的享受 ★	最佳位置 房子位于福田口岸附近的金地名津小区,紧邻福田口岸,进出香港非常方便,地铁一到两站到达福田高铁站/会展中心/购物公园等商圈,周边设施完善｡楼下有散步花园､商场超市､电影院,美食､衣食住行便利,休闲娱乐应有尽有,出差生活都是不错的选择｡",House,Entire home/apt,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,China,393.0,0
4122,3 Persons Room +Private Bathroom ( 3 人家庭房+私人浴室),"我們位於尖沙咀,鄰近步行3分鍾便可到尖沙咀的地鐵站, 即使步行去海港城也只需10分鍾,鄰近也有大型超級市埸 ,有很多出名的小食店, 有龍城藥房,不同款式的餐廳如翠華等等.......(數之不盡)    這個房源是一間3人房, 即房內有一張雙人床及一張單人床,  而且房間內設有浴室 ｡    房間內有齊基本日常用品 , 如洗頭水, 沐浴露, 浴巾, 一次性的牙膏,牙刷, 拖鞋 等等..... 更有熱水壺 ,空調 , 沐浴的電熱水爐 上網方面, 我們有免費WI FI 清潔方面, 我們的女工會每天來到你的房間做清潔的,  希望為每個客人帶來舒適 及滿意的旅程呢^^",Guesthouse,Private room,Real Bed,1,30,2019-02-01 05:00:00.000000000,2019-02-24 05:00:00.000000000,1.0,Hong Kong,416.0,7
4123,★BABU HOUSE ★ Bed in Mixed Dormitory ★ Taksim ★,"The 4-Bed Mixed Dormitory Room is located on the ground floor, this bed in dormitory has a flat-screen TV and air conditioning. The shared bathroom comes with a shower and free toiletries.",Aparthotel,Shared room,Real Bed,1,30,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Turkey,79.0,0
4124,★LAVANTA HOTEL★ SINGLE ROOM + BREAKFAST in TAKSIM,"Offering street views, this air-conditioned room features central heating, 22"" LCD TV and a safety deposit box. Featuring a shower, private bathroom also comes with a hairdryer, free toiletries and slippers. It also features a single size bunk bed. You will also find a sofa bed.",Hotel,Private room,Real Bed,1,30,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Turkey,195.0,0
4125,Sucá Apartments - in the heart of Porto (Apt3),"Located in the heart of the city, in the historical center. Best location of Oporto. Sucá Apartments is a family owned business in a recently renovated typical Oporto building. Our apartments are in the old Jewish neighborhood, and we decided to call them Sucá as it traditionally means a home away from home. And that’s what we offer, 4 carefully decorated apartments, fully equipped with quality materials. We loved to decorate our apartments for you to feel at home.",Apartment,Entire home/apt,Real Bed,1,1125,2019-01-28 05:00:00.000000000,2019-01-28 05:00:00.000000000,1.0,Portugal,235.0,1
4126,Spacious apt with 360-degree view in HK Island,"Our place is right in the heart of Hong Kong Island, 5 mins walk to both Sheung Wan and Sai Ying Pun MTR, 1 min walk to all the nice local restaurants, and 1 min to the famous Hollywood street. The place comes with a nice balcony and you will get an astounding view of Hong Kong.",Apartment,Entire home/apt,Real Bed,2,20,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,0.0,Hong Kong,3321.0,0
4127,Studio with a inner patio (with daily clean),"O objectivo é proporcionar uma experiência única e personalizada, por forma a que os hóspedes desfrutem da sua estadia com total conforto, mas com respeito pela história singular e genuína de um edifício burguês que remonta ao século XVIII.",Serviced apartment,Entire home/apt,Real Bed,1,4,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,0.0,Portugal,100.0,0
4128,"süper manzaralı yazlık ,kışlık 2+1",şu anda seyahatte olan yakınımın kaldığı evi kiraya vermek istiyorum ev plaja 10dk. istanbula 30 dakika mesafededir  yaz kış oturulabilir..aileye uygundur her konuda yardımcı olunabilir ev sahibi aynıbinada kalmaktadır...en az haftalık kiralanır...,Apartment,Entire home/apt,Real Bed,30,1000,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,3.0,Turkey,2348.0,0
4129,"1Family Vacation Suite RAMBL Street, Port of Colom",,Condominium,Entire home/apt,Real Bed,3,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Spain,175.0,0
4130,Dorion Village Montréal,,Apartment,Private room,Real Bed,1,3,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Canada,70.0,0
4131,BEAUTIFUL PRIVATE ROOM 1 MINUTE FROM METRO STATION,"(English below) Uniquement à une fille/femme. À 1-2 min seulement du métro ""du collège"", bus et l'aéroport. environ 15 minutes du centre-ville. C'est une grande chambre entièrement meublée. Très lumineuse et ensoleillée. Laveuse et sécheuse incluses aussi. Merci - Only for women. Only 1-2 minutes to metro ""du college"" (orange line), buses and even Pierre Eliot airport. It is a large fully furnished room. Very bright and sunny. Washer and dryer are included.  Thanks",Bed and breakfast,Private room,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Canada,25.0,0
4132,Cómoda habitación individual + baño privado,"Habitación interior con cama individual, escritorio, armario, baño privado y todo lo necesario para entrar a vivir, como sábanas y  toallas.  Esta habitación está pensada para estudiantes o jóvenes profesionales. Únicamente aceptamos estancias superiores a 32 noches, en ningún caso aceptamos estancias turísticas. ------- This room is designed for students or young professionals. We only accept stays longer than 32 nights; in no case we accept tourist stays.",Apartment,Private room,Real Bed,32,179,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Spain,1227.0,0
4133,STUDIO FOR RENT 0+1 (1),amaizing flat and very comfortable place Close to all services You will find everything you need market / mitro,Apartment,Private room,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,0.0,Turkey,221.0,0
4134,Spacious room with private floor in 3 story home,"Relish in the charm this beautiful three story terrace home has to offer, situated in a quiet leafy tree lined street in the heart of Rozelle. Meander up the hill to enjoy the many popular pubs, restaurants, fashion and gifts shops. On Saturday's head down to the famous Orange Grove Farmer's Market or enjoy a picnic at the park, at Balmain ferry wharf. Due to its close proximity to the city, Rozelle is an ideal location for professionals.",Townhouse,Private room,Real Bed,2,34,2019-02-18 05:00:00.000000000,2019-03-04 05:00:00.000000000,1.0,Australia,100.0,3
