,name,summary,property_type,room_type,bed_type,minimum_nights,maximum_nights,first_review,last_review,bedrooms,Country,Total_price,Review
916,Best location near the beach at Posto 9,"Perfectly located in Ipanema on the corner of Farme de Amoedo Street at Posto 9: The best spot!  Near Avenida Atlântica, where the New Year's Eve and Carnival party takes place Near Pedra do Arpoador and several tourist attractions Wi-Fi // TV // Air Cond. // Netflix // Silent // 24h Doorman Near Beach, Bars, Restaurants, Market, Subway and souvenirs shops We are hosts with almost 400 excellent reviews from various guests ... Take a look at my profile and book with us :)",Apartment,Private room,Real Bed,1,365,2016-10-14 04:00:00.000000000,2019-01-26 05:00:00.000000000,1.0,Brazil,190.0,116
917,"1Great location, calm cozy room w/ backyard-garden","This cozy room in a greatly located apartment will open the doors for you to live in Montreal and experience all it has to offer, while at the same time enjoying a living space you can call home! We can't wait to have you here!",Apartment,Private room,Real Bed,28,365,2016-12-31 05:00:00.000000000,2019-02-05 05:00:00.000000000,1.0,Canada,25.0,5
918,Turtle Bay Resort 1 Bedroom Condo,"This beautiful 1-bedroom, 1-bathroom condo was just renovated and recently placed back on the market.  Located on the grounds of the gorgeous Turtle Bay Hotel, you can enjoy many of the resort luxuries while also benefiting from the comfort of having your own home away from home.  The plush king-sized bed and newly remodeled bathroom will give you the feel of luxury and the brand new kitchen, appliances, and furniture afford you the comforts and flexibility of home.  Sleeps 4 adults comfortably.",Apartment,Entire home/apt,Real Bed,4,1125,2016-10-23 04:00:00.000000000,2019-03-04 05:00:00.000000000,1.0,United States,250.0,50
919,Charming urban 1 Bedroom apartment,"Our cute and comfortable one bedroom apartment has an actual urban city feel.Located in the Trendy area of Sai Ying Pun, where markets stalls and mechanic shops blend with hipster bars and restaurants. Beat the Central/ Soho crowds and head just a ten-minute walk west to this perfect little oasis from which you can explore.",Apartment,Entire home/apt,Real Bed,3,1125,2016-10-02 04:00:00.000000000,2016-10-05 04:00:00.000000000,1.0,Hong Kong,950.0,2
920,Mier Serviced Apt 04,"Mier is located in the heart of one of Hong Kong's most fascinating districts and traditional prestigious residential area on No. 8 Hospital Road, Mid Levels. Just a 5-minute walk to access Sai Ying Pun MTR (exit C). The 24-storey serviced apartment building with 48 luxurious apartments provide 2 types of studio layout with size 470 sq.ft. Mier guests can indulge in a laidback lifestyle away from hustle and bustle of the city.",Apartment,Entire home/apt,Real Bed,1,365,2016-10-02 04:00:00.000000000,2019-02-17 05:00:00.000000000,0.0,Hong Kong,2701.0,38
921,Chic 2BR in The Village by Sonder,"At this Sonder, you'll love the colorful decor, fully-equipped kitchen, and en suite laundry facilities. Located in Montreal’s The Village, you’re seconds away from the pedestrian stretch of Ste-Catherine Street and its summer attractions.",Apartment,Entire home/apt,Real Bed,2,1124,2017-05-07 04:00:00.000000000,2019-02-04 05:00:00.000000000,2.0,Canada,599.0,20
922,Ladder up to your own loft bed,"Featured in Brooklyn Magazine, March 2016. Look for ""Lofty Living in Williamsburg"". Just steps from the best of ""The Burg"". Grab a great cup of coffee at Freehold. Check out the brand new Apple store & Whole Foods The kitchen is made for cooking in. Unlike many NYC apartments, you will not feel cramped here. This loft boasts amazing high ceilings. It's truly a unique experience. Sleep in a private lofted bed that is completely separate from the main bedroom.",Loft,Private room,Real Bed,1,1125,2016-09-21 04:00:00.000000000,2017-10-09 04:00:00.000000000,1.0,United States,665.0,16
923,Kaanapali Hillside 3 bedroom condo,"Welcome to my beautiful, bright and airy condo with ocean views located on prestigious Kaanapali Hillside. Fully equipped 3 bedroom, 2.5 bath, pool, tennis court, bbq, outdoor seating and herb garden. Walking distance to voted #1 beach in the world, Whalers Village, hotels and top restaurants. Golf, surfing, hiking.",Townhouse,Entire home/apt,Real Bed,1,1125,2016-10-06 04:00:00.000000000,2018-11-23 05:00:00.000000000,3.0,United States,510.0,32
924,"Beachside Blue - AC, close to beach and PCC",Property Highlights  AC/Fans Wifi Large Yard Full Kitchen Fully furnished Close to North Shore & PCC Close to beaches Quiet and Private Safe and Convenient Comfortable and Relaxing Very Clean and Homely feeling,House,Entire home/apt,Real Bed,3,1125,2017-01-03 05:00:00.000000000,2018-12-11 05:00:00.000000000,3.0,United States,1485.0,10
925,Kailua Cottage,"Charming attached cottage only 2.5 blocks from world famous Kailua beach. Totally private with own entrance, kitchen, bathroom, bedroom and living area.  TV, WiFi and DVD player also available to make your stay comfortable.  Reserved parking for one car and access to your own private washer and dryer.  Super comfy and very clean. We have beach towels, an umbrella, cooler and a cart to make your trip to the beach enjoyable and even an outdoor shower to rinse off when you return.  Dog on property.",Guest suite,Entire home/apt,Real Bed,3,1125,2017-01-06 05:00:00.000000000,2019-02-04 05:00:00.000000000,1.0,United States,1217.0,70
926,Joli 3 et demi bien situé!,"Mon logement est proche de Nigelle. Vous apprécierez mon logement pour l'emplacement et la hauteur des plafonds. Mon logement est parfait pour les couples, les voyageurs en solo et les voyageurs d'affaires.",Apartment,Entire home/apt,Real Bed,1,90,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Canada,60.0,0
927,1 BD Luxury Apt in prime location w/ pool & tennis,"A 1 BD Luxury Apartment in the heart of Sydney (Surry Hills).  Equipped with all you need including full kitchen, balcony and onsite laundry.  Access to rooftop pool, tennis court and basement gym. On prestigious Crown St with shops, bars and restaurants. 5 minutes walk to Central Station. No pets.",Apartment,Entire home/apt,Real Bed,3,1125,2017-01-01 05:00:00.000000000,2018-03-04 05:00:00.000000000,1.0,Australia,451.0,9
928,Fredo on the Plateau,"My appartment is close to Tri Express, Agave, La Distillerie n°2, Verre Bouteille, l'Oeufrier Mont Royal, Byblos, Le Lab, L'Entre-Pot, Le Bilboquet, Bily Kun, Les Torchés, Taverne Normand, Bleu Caramel, Bagel St-Viateur, l'Entrepôt, La Banquise, and many parks. You will appreciate my place for its beautiful garden, the district, the style of the buildings around... It's perfect for couples, solo travelers and business travelers.",Apartment,Private room,Real Bed,2,1125,2017-01-22 05:00:00.000000000,2017-08-24 04:00:00.000000000,1.0,Canada,319.0,19
929,20% off - Cozy Studio Near Subway with Wifi LT4,"Please contact me before booking :) Location, location, location!! Only 1 block to Sai Ying Pun MTR Station and a few minutes ride to Macau Ferry Terminal, Airport Express HK Station and International Finance Centre (IFC). Nearby Buses to IFC, ICC, Airport express train.   Building has doorman and an elevator.",Apartment,Entire home/apt,Real Bed,14,350,2017-03-31 04:00:00.000000000,2019-02-21 05:00:00.000000000,1.0,Hong Kong,693.0,9
930,"SM8 - Serenity Beach - 2 Bedroom, Dressing Room","ONLY FOR LONG TERM RENTALS! My place is close to Beach, Playa de la Barceloneta. You’ll love my place because it is newly refurbished, full of sun light and has fully equipped kitchen as well as dressing room. My place is good for singles, couples, families or for sharing. Due to local legal requirements in Barcelona and Catalonia, we are obliged to sign a rental contract with attached inventory for your stay of more then 32 days.",Apartment,Entire home/apt,Real Bed,32,1125,2019-02-17 05:00:00.000000000,2019-02-17 05:00:00.000000000,2.0,Spain,128.0,1
931,Treehouse with Incredible Views,"Experience the simple life in this mini house located 1 block from the beach. Enjoy nature the Norfolk pine and Noni trees, Ocean and mountain view from amazing second story Loft. Air Condition, spacious design, kitchenette, Full size loft, two full beds, and a full restroom. Relax in the hammock as you plan your day in this rain forest area of Oahu. The beach and world class hikes also just out your doorstep.  Sleeps 4 comfortably! Detached bath is about twenty steps away.",Tiny house,Entire home/apt,Real Bed,3,1125,2016-10-23 04:00:00.000000000,2018-12-29 05:00:00.000000000,1.0,United States,350.0,31
932,WONDERFUL APARTMENTE IN COPACABANA!,"COPACABANA, a few steps from the waterfront, 1 block from the beach. Excellent front apart., 2 bedrooms, suite and bathroom. It features a queen bed and 2 single beds (with auxiliary). Building with elevator, close to all the resources (markets, pharmacies, restaurants, bike Itaú, among other facilities) to the famous Copacabana Palace and the subway Cardeal Arco Verde. We provide  bedding; bath and face towel game per person; hair dryer, dishes, home appliances; Cable TV and internet with wifi.",Apartment,Entire home/apt,Real Bed,2,1125,2016-10-09 04:00:00.000000000,2019-01-19 05:00:00.000000000,2.0,Brazil,351.0,12
933,"Little, comfortable, smooth room",You will be staying in a private room which has a minimalist design by soft colors and basic furniture. The closest subway station is 10 minutes by walking. My home is located in a quiet and safe neighborhood. You'll be getting travel recommendations about the city.,Apartment,Private room,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Turkey,130.0,0
934,Quarto das Laranjeiras,"O ""Quarto das Laranjeiras"" fica na Foz Velha, a 100 mts do jardim do Passeio Alegre entre a foz do rio Douro e as praias no Atlântico. O centro da cidade está a 30 mnts em transportes públicos.",Guest suite,Private room,Real Bed,2,7,2016-10-01 04:00:00.000000000,2019-02-04 05:00:00.000000000,1.0,Portugal,30.0,68
935,Elegant Flat in the Center,"A part of a famous Poet Orhan Veli Kanık's poem: I am listening to Istanbul, intent, my eyes closed.  The Grand Bazaar is serene and cool,  A hubbub at the hub of the market,  Mosque yards are brimful of pigeons,  At the docks while hammers bang and clang  I am listening to Istanbul, intent, my eyes closed.  In the heart of Istanbul, and a step back from Bosphorus, our flat is ideal for a guest looking for to visit magical corners to listen epic Istanbul.",Apartment,Entire home/apt,Real Bed,2,7,2017-01-08 05:00:00.000000000,2017-11-17 05:00:00.000000000,1.0,Turkey,295.0,3
936,ONE BEDROOM DIAGONAL,"Amazing and unique 1 bedroom apartment in Barcelona in one of the best locations next to Enrique Granados and Passeig de Gracia. Large sunny windows, top quality furnishings, fully equipped to accommodate all of your vacation/business needs. License: HUTB-003159",Serviced apartment,Entire home/apt,Real Bed,3,1125,2016-09-26 04:00:00.000000000,2019-02-02 05:00:00.000000000,1.0,Spain,550.0,5
937,"Quarto amplo, arejado, vista livre e silencioso.","Meu espaço é bom para casais, aventuras individuais e viajantes de negócios. Bicama, criado mudo, armário com cinco portas, puf, mesa, cadeira e cabideiro de parede. 13m², vista livre da rua lateral, arejado, claro, Wi-fi e ar condicionado. Banheiro compartilhado com uma pessoa (água quente), sala de estar/jantar, cozinha, área de serviço e máquina de lavar. É o quarto mais reservado e silencioso do apartamento.",Apartment,Private room,Real Bed,2,1125,2016-11-10 05:00:00.000000000,2019-02-01 05:00:00.000000000,1.0,Brazil,117.0,7
938,New york Multi-unit building,,Apartment,Private room,Real Bed,3,1125,2018-09-24 04:00:00.000000000,2018-09-24 04:00:00.000000000,1.0,United States,90.0,1
939,"Casa na Gávea, silenciosa com vista para mata.","Meu espaço é perto de Pontifícia Universidade Católica do Rio de Janeiro, PUC-Rio, Planetário, Jardim Botânico, Jockey Club, Baixo Gavea, Hipódromo, Braseiro da Gávea, Instituto Moreira Sales. Você vai amar meu espaço por causa de o aconchego, a localização, natureza, tranquilidade, animais silvestres, clima, espaço, acomodação. Meu espaço é bom para casais, aventuras individuais, viajantes de negócios, famílias (com crianças) e amigos peludos (animais de estimação).",Guesthouse,Entire home/apt,Real Bed,2,60,2018-12-30 05:00:00.000000000,2018-12-30 05:00:00.000000000,1.0,Brazil,142.0,1
940,Appt Porto - cosy & charm,"Appartement neuf, résidence calme et sécurisée, logement de charme proche des transports en commun (8min a pied), proche d'une station de taxi (4min a pied) et situé en face d'un petit supermarché (Lidl).",Apartment,Entire home/apt,Real Bed,2,1125,2016-11-01 04:00:00.000000000,2019-01-03 05:00:00.000000000,1.0,Portugal,40.0,57
941,CHARMING APARTMENT in PLAÇA REIAL-HUTB (Phone number hidden by Airbnb),"Lugares de interés: La Rambla, Ocaña, Mercat de la Boqueria, Barrio Gótico, Plaza Real, Puerto, Sant Felip Neri, Bar la Plata, Cañete, Catedral, Los Caracoles, Barceloneta.... Te va a encantar mi lugar debido a la luz, el barrio, el espacio acogedor, céntrico, Tranquilo, Limpio, Ordenado.... Mi alojamiento es bueno para viajeros de negocios, familias (con hijos), y grupos grandes.",Apartment,Entire home/apt,Real Bed,3,1125,2016-09-30 04:00:00.000000000,2019-02-19 05:00:00.000000000,3.0,Spain,430.0,117
942,"Great Apartment in Flamengo with Magnificent View, Sugar Loaf!","Você vai amar meu espaço por causa de Vista deslumbrante de 180 graus : Pão de Açúcar,  Aterro do Flamengo . Você aprecia do 10 andar  a natureza do Rio como Baía de Guanabara e a flora de Burle Marx do Parque do Flamengo..",Apartment,Entire home/apt,Real Bed,30,365,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,3.0,Brazil,459.0,0
